labelling_period	chamber	cycle	day_night	CH4_slope	CH4_intercept	delta_sec	Temp_kelvin	R_squared	combined_name	n_total	n_CH4	CH4_mass_grams	flux	Water	V_chamber_m3	A_chamber_m2	n_total_in_chamber	n_ch4_in_chamber	ch4_micrograms_per_second_in_chamber	ch4_micrograms_per_second_per_m2	ch4_micrograms_per_day_per_m2	ch4_micrograms_per_second_per_m2
L3	P06	22	Night	7.58E-07	1.970719186	33603	277	0.393868006	L3_P06_22	2.19	2.19E-06	3.51E-05	1.75E-11	F	0.168215138	0.12939626	7.400613686	5.61E-12	8.98E-05	0.0007	59.9681	0.000694076
L1	P06	8	Day	-3.88E-06	2.070722111	28793	297	0.356927078	L1_P06_8	2.04	2.04E-06	3.27E-05	1.90E-11	F	0.168215138	0.12939626	6.902255862	-2.68E-11	-4.28E-04	-0.0033	-285.9308	-0.003309384
L1	P06	11	Night	2.60E-07	1.963053126	43202	272	0.340187076	L1_P06_11	2.23	2.23E-06	3.58E-05	1.39E-11	F	0.168215138	0.12939626	7.536654378	1.96E-12	3.13E-05	0.0002	20.8980	0.000241875
L3	P06	23	Day	-8.72E-07	2.004823685	33603	305	0.336291654	L3_P06_23	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-5.86E-12	-9.38E-05	-0.0007	-62.6455	-0.000725064
L2	P06	4	Day	-6.29E-07	1.963174627	38404	306	0.327648497	L2_P06_4	1.98	1.98E-06	3.18E-05	1.39E-11	F	0.168215138	0.12939626	6.699248336	-4.21E-12	-6.74E-05	-0.0005	-44.9902	-0.00052072
L2	P06	5	Night	5.86E-07	1.97125399	28806	281	0.321959216	L2_P06_5	2.16	2.16E-06	3.46E-05	2.02E-11	F	0.168215138	0.12939626	7.295266872	4.28E-12	6.84E-05	0.0005	45.6979	0.00052891
L1	P06	3	Night	7.02E-07	1.931761386	24006	271	0.281742502	L1_P06_3	2.24	2.24E-06	3.59E-05	2.51E-11	F	0.168215138	0.12939626	7.564464911	5.31E-12	8.50E-05	0.0007	56.7620	0.000656967
L4	P06	5	Night	-5.53E-07	1.884702513	35995	280	0.262608965	L4_P06_5	5.63	5.63E-06	9.03E-05	4.20E-11	F	0.12939626	0.12939626	5.631785689	-3.12E-12	-4.99E-05	-0.0004	-33.2870	-0.000385267
L3	P06	14	Night	4.30E-07	1.99436963	38394	281	0.243793313	L3_P06_14	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.295266872	3.14E-12	5.02E-05	0.0004	33.5511	0.000388323
L3	P06	8	Night	-5.07E-07	2.015219008	38400	283	0.236531896	L3_P06_8	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	-3.67E-12	-5.87E-05	-0.0005	-39.2159	-0.000453888
L3	P06	25	Day	9.74E-07	2.012089569	9601	301	0.177876885	L3_P06_25	2.01	2.01E-06	3.22E-05	5.63E-11	F	0.168215138	0.12939626	6.810531531	6.64E-12	1.06E-04	0.0008	70.8990	0.000820591
L2	P06	1	Night	1.01E-06	1.942771989	33600	280	0.141766374	L2_P06_1	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	7.38E-12	1.18E-04	0.0009	78.8369	0.000912464
L3	P06	21	Day	-4.79E-07	1.981577634	33605	301	0.114966583	L3_P06_21	2.01	2.01E-06	3.22E-05	1.61E-11	F	0.168215138	0.12939626	6.810531531	-3.26E-12	-5.22E-05	-0.0004	-34.8769	-0.000403667
L2	P06	7	Night	2.39E-07	1.979048626	28801	282	0.070471245	L2_P06_7	2.15	2.15E-06	3.45E-05	2.01E-11	F	0.168215138	0.12939626	7.269397131	1.74E-12	2.78E-05	0.0002	18.5813	0.000215062
L3	P06	16	Night	4.30E-07	1.980409729	38397	282	0.058408924	L3_P06_16	2.15	2.15E-06	3.45E-05	1.51E-11	F	0.168215138	0.12939626	7.269397131	3.13E-12	5.00E-05	0.0004	33.4019	0.000386596
L4	P06	14	Day	-2.34E-06	2.021775499	31504	304	0.046911831	L4_P06_14	5.19	5.19E-06	8.32E-05	4.43E-11	F	0.12939626	0.12939626	5.18717103	-1.21E-11	-1.94E-04	-0.0015	-129.7546	-0.001501789
L1	P06	10	Day	-8.25E-07	1.966249812	24000	298	0.043171694	L1_P06_10	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	-5.67E-12	-9.08E-05	-0.0007	-60.5995	-0.000701383
L2	P06	9	Night	1.60E-07	1.96069699	28803	279	0.039572611	L2_P06_9	2.17	2.17E-06	3.48E-05	2.03E-11	F	0.168215138	0.12939626	7.347562691	1.17E-12	1.88E-05	0.0001	12.5452	0.000145199
L1	P06	2	Day	-4.40E-07	1.967687739	28798	293	0.02340102	L1_P06_2	2.07	2.07E-06	3.32E-05	1.93E-11	F	0.168215138	0.12939626	6.996484611	-3.08E-12	-4.93E-05	-0.0004	-32.9053	-0.000380848
L3	P06	5	Day	-1.34E-07	2.001186039	33598	302	0.004346537	L3_P06_5	2.01	2.01E-06	3.22E-05	1.61E-11	F	0.168215138	0.12939626	6.787980102	-9.08E-13	-1.45E-05	-0.0001	-9.6961	-0.000112223
L3	P06	11	Day	1.42E-07	2.004258372	28801	298	0.003957845	L3_P06_11	2.03	2.03E-06	3.26E-05	1.89E-11	F	0.168215138	0.12939626	6.879093929	9.76E-13	1.56E-05	0.0001	10.4233	0.00012064
L3	P06	15	Day	6.76E-08	1.969785163	28800	292	0.002509207	L3_P06_15	2.08	2.08E-06	3.34E-05	1.94E-11	F	0.168215138	0.12939626	7.020445174	4.75E-13	7.60E-06	0.0001	5.0733	5.8719E-05
L1	P06	1	Night	-2.37E-09	1.921519194	38401	275	1.39E-05	L1_P06_1	2.2	2.20E-06	3.53E-05	1.54E-11	F	0.168215138	0.12939626	7.454436331	-1.77E-14	-2.83E-07	0.0000	-0.1891	-2.18854E-06
L1	P07	3	Night	9.84E-07	1.936293046	4802	276	1	L1_P07_3	2.2	2.20E-06	3.53E-05	1.23E-10	F	0.168215138	0.12939626	7.427427503	7.31E-12	1.17E-04	0.0009	78.0553	0.000903418
L3	P07	1	Day	-6.51E-06	2.148948288	28799	298	0.972616201	L3_P07_1	2.03	2.03E-06	3.26E-05	1.89E-11	F	0.168215138	0.12939626	6.879093929	-4.48E-11	-7.17E-04	-0.0055	-478.7193	-0.005540733
L3	P07	0	Night	2.28E-06	2.039041447	38397	283	0.95297978	L3_P07_0	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	1.65E-11	2.64E-04	0.0020	176.2089	0.002039455
L1	P07	1	Night	-4.37E-06	2.144218315	38408	276	0.907470492	L1_P07_1	2.2	2.20E-06	3.53E-05	1.54E-11	F	0.168215138	0.12939626	7.427427503	-3.25E-11	-5.20E-04	-0.0040	-347.1255	-0.004017656
L3	P07	20	Night	1.22E-06	1.947609896	38396	280	0.891842564	L3_P07_20	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.321321396	8.91E-12	1.43E-04	0.0011	95.1856	0.001101685
L2	P07	8	Day	-2.24E-06	2.001124595	33605	305	0.887089949	L2_P07_8	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.50E-11	-2.41E-04	-0.0019	-160.6011	-0.001858809
L3	P07	24	Night	1.33E-06	1.972735313	38397	278	0.826439646	L3_P07_24	2.18	2.18E-06	3.50E-05	1.53E-11	F	0.168215138	0.12939626	7.373992773	9.83E-12	1.57E-04	0.0012	105.0718	0.001216109
L1	P07	9	Night	4.97E-07	1.925299053	38404	272	0.714348027	L1_P07_9	2.23	2.23E-06	3.58E-05	1.56E-11	F	0.168215138	0.12939626	7.536654378	3.74E-12	5.99E-05	0.0005	39.9875	0.000462818
L3	P07	22	Night	1.19E-06	1.955120257	38401	277	0.685064746	L3_P07_22	2.19	2.19E-06	3.51E-05	1.53E-11	F	0.168215138	0.12939626	7.400613686	8.80E-12	1.41E-04	0.0011	93.9940	0.001087893
L2	P07	3	Night	1.13E-06	1.940959825	33603	279	0.569857905	L2_P07_3	2.17	2.17E-06	3.48E-05	1.74E-11	F	0.168215138	0.12939626	7.347562691	8.30E-12	1.33E-04	0.0010	88.6679	0.001026248
L2	P07	6	Day	-1.38E-06	1.972068937	38398	309	0.568167473	L2_P07_6	1.96	1.96E-06	3.14E-05	1.37E-11	F	0.168215138	0.12939626	6.63420709	-9.14E-12	-1.46E-04	-0.0011	-97.6767	-0.001130517
L1	P07	7	Night	1.07E-06	1.930450854	38399	271	0.541045621	L1_P07_7	2.24	2.24E-06	3.59E-05	1.57E-11	F	0.168215138	0.12939626	7.564464911	8.09E-12	1.29E-04	0.0010	86.4168	0.001000195
L3	P07	14	Night	6.73E-07	1.989013566	38395	281	0.537325672	L3_P07_14	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.295266872	4.91E-12	7.86E-05	0.0006	52.4527	0.000607091
L2	P07	2	Day	-1.05E-06	1.9806609	38406	307	0.534101174	L2_P07_2	1.97	1.97E-06	3.16E-05	1.38E-11	F	0.168215138	0.12939626	6.677426681	-7.00E-12	-1.12E-04	-0.0009	-74.7714	-0.00086541
L3	P07	18	Night	8.74E-07	1.959982743	38398	280	0.502133608	L3_P07_18	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.321321396	6.40E-12	1.02E-04	0.0008	68.3463	0.000791045
L3	P07	17	Day	-8.31E-07	1.971866215	28803	292	0.495600268	L3_P07_17	2.08	2.08E-06	3.34E-05	1.94E-11	F	0.168215138	0.12939626	7.020445174	-5.84E-12	-9.34E-05	-0.0007	-62.3539	-0.000721688
L3	P07	4	Night	7.05E-07	1.978365009	38403	277	0.427436957	L3_P07_4	2.19	2.19E-06	3.51E-05	1.53E-11	F	0.168215138	0.12939626	7.400613686	5.22E-12	8.35E-05	0.0006	55.7460	0.000645209
L2	P07	5	Night	7.55E-07	1.955533486	33606	281	0.421584869	L2_P07_5	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.295266872	5.51E-12	8.81E-05	0.0007	58.8189	0.000680774
L3	P07	2	Night	-6.82E-07	1.974015627	38399	284	0.421565473	L3_P07_2	2.13	2.13E-06	3.42E-05	1.49E-11	F	0.168215138	0.12939626	7.218204193	-4.92E-12	-7.87E-05	-0.0006	-52.5758	-0.000608516
L3	P07	21	Day	-7.04E-07	1.973989711	33603	302	0.406778672	L3_P07_21	2.01	2.01E-06	3.22E-05	1.61E-11	F	0.168215138	0.12939626	6.787980102	-4.78E-12	-7.64E-05	-0.0006	-51.0362	-0.000590696
L3	P07	10	Night	8.22E-07	1.970703741	38397	275	0.391649692	L3_P07_10	2.2	2.20E-06	3.53E-05	1.54E-11	F	0.168215138	0.12939626	7.454436331	6.12E-12	9.80E-05	0.0008	65.4239	0.000757221
L1	P07	2	Day	3.14E-06	1.926048676	28799	294	0.353109381	L1_P07_2	2.06	2.06E-06	3.30E-05	1.92E-11	F	0.168215138	0.12939626	6.972687044	2.19E-11	3.50E-04	0.0027	233.5625	0.00270327
L1	P07	5	Night	9.33E-07	1.929133103	28801	271	0.322242796	L1_P07_5	2.24	2.24E-06	3.59E-05	2.09E-11	F	0.168215138	0.12939626	7.564464911	7.06E-12	1.13E-04	0.0009	75.4031	0.000872721
L3	P07	6	Night	6.23E-07	1.969345444	38400	278	0.30858388	L3_P07_6	2.18	2.18E-06	3.50E-05	1.53E-11	F	0.168215138	0.12939626	7.373992773	4.60E-12	7.36E-05	0.0006	49.1124	0.000568431
L2	P07	1	Night	8.33E-07	1.942978677	33600	280	0.299772003	L2_P07_1	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	6.10E-12	9.75E-05	0.0008	65.1302	0.000753822
L1	P07	10	Day	3.66E-06	1.958432752	23999	298	0.279751487	L1_P07_10	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.879093929	2.52E-11	4.03E-04	0.0031	268.9794	0.003113188
L2	P07	9	Night	9.12E-07	1.942630892	33606	280	0.263515995	L2_P07_9	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	6.67E-12	1.07E-04	0.0008	71.3006	0.000825238
L3	P07	11	Day	-8.62E-07	2.010307616	28795	299	0.258008293	L3_P07_11	2.03	2.03E-06	3.26E-05	1.90E-11	F	0.168215138	0.12939626	6.856086926	-5.91E-12	-9.46E-05	-0.0007	-63.1628	-0.00073105
L1	P07	0	Day	0.000179269	1.546011815	28011	285	0.254310707	L1_P07_0	2.13	2.13E-06	3.42E-05	2.04E-11	F	0.168215138	0.12939626	7.192877161	1.29E-09	2.06E-02	0.1594	13775.9175	0.15944349
L2	P07	0	Day	-3.75E-07	1.971817647	38406	303	0.241524854	L2_P07_0	2	2.00E-06	3.21E-05	1.40E-11	F	0.168215138	0.12939626	6.765577528	-2.54E-12	-4.06E-05	-0.0003	-27.1361	-0.000314075
L3	P07	12	Night	5.67E-07	1.990845846	38408	283	0.217602409	L3_P07_12	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	4.11E-12	6.58E-05	0.0005	43.9036	0.000508143
L3	P07	25	Day	8.78E-07	2.010885932	9603	301	0.202603857	L3_P07_25	2.01	2.01E-06	3.22E-05	5.63E-11	F	0.168215138	0.12939626	6.810531531	5.98E-12	9.57E-05	0.0007	63.9094	0.000739692
L2	P07	7	Night	4.08E-07	1.968048407	33605	282	0.199433168	L2_P07_7	2.15	2.15E-06	3.45E-05	1.72E-11	F	0.168215138	0.12939626	7.269397131	2.96E-12	4.74E-05	0.0004	31.6474	0.00036629
L3	P07	9	Day	-5.41E-07	2.005727468	33603	296	0.183694069	L3_P07_9	2.05	2.05E-06	3.29E-05	1.64E-11	F	0.168215138	0.12939626	6.925574294	-3.75E-12	-5.99E-05	-0.0005	-40.0238	-0.000463238
L1	P07	6	Day	-2.24E-06	2.004096965	24006	300	0.171294187	L1_P07_6	2.02	2.02E-06	3.24E-05	2.26E-11	F	0.168215138	0.12939626	6.833233303	-1.53E-11	-2.45E-04	-0.0019	-163.6362	-0.001893938
L3	P07	8	Night	-2.57E-07	1.999581056	38400	283	0.151438007	L3_P07_8	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	-1.86E-12	-2.98E-05	-0.0002	-19.9158	-0.000230507
L1	P07	11	Night	-1.68E-07	1.967049145	43196	272	0.118526629	L1_P07_11	2.23	2.23E-06	3.58E-05	1.39E-11	F	0.168215138	0.12939626	7.536654378	-1.27E-12	-2.03E-05	-0.0002	-13.5391	-0.000156703
L3	P07	13	Day	2.93E-07	2.005844645	19193	287	0.10642502	L3_P07_13	2.11	2.11E-06	3.38E-05	2.96E-11	F	0.168215138	0.12939626	7.142752582	2.09E-12	3.35E-05	0.0003	22.3787	0.000259012
L3	P07	23	Day	-4.79E-07	1.996769465	33597	305	0.101284953	L3_P07_23	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-3.22E-12	-5.15E-05	-0.0004	-34.4045	-0.000398201
L2	P07	4	Day	-2.83E-07	1.945685935	38398	306	0.073523438	L2_P07_4	1.98	1.98E-06	3.18E-05	1.39E-11	F	0.168215138	0.12939626	6.699248336	-1.90E-12	-3.03E-05	-0.0002	-20.2651	-0.00023455
L1	P07	8	Day	-1.40E-06	2.021913541	24003	297	0.059277956	L1_P07_8	2.04	2.04E-06	3.27E-05	2.28E-11	F	0.168215138	0.12939626	6.902255862	-9.69E-12	-1.55E-04	-0.0012	-103.5070	-0.001197998
L3	P07	3	Day	1.60E-07	1.968068543	28795	289	0.04327652	L3_P07_3	2.1	2.10E-06	3.37E-05	1.96E-11	F	0.168215138	0.12939626	7.093321768	1.13E-12	1.82E-05	0.0001	12.1249	0.000140335
L3	P07	16	Night	-1.10E-07	1.981444214	38396	282	0.009348498	L3_P07_16	2.15	2.15E-06	3.45E-05	1.51E-11	F	0.168215138	0.12939626	7.269397131	-8.01E-13	-1.28E-05	-0.0001	-8.5626	-9.91046E-05
L3	P07	15	Day	-1.52E-08	1.968785658	28802	291	0.00042804	L3_P07_15	2.08	2.08E-06	3.34E-05	1.94E-11	F	0.168215138	0.12939626	7.044570416	-1.07E-13	-1.71E-06	0.0000	-1.1444	-1.32454E-05
L3	P07	19	Day	-1.54E-08	1.963451553	28802	290	0.000402012	L3_P07_19	2.09	2.09E-06	3.35E-05	1.95E-11	F	0.168215138	0.12939626	7.068862038	-1.09E-13	-1.74E-06	0.0000	-1.1593	-1.34173E-05
L3	P07	5	Day	2.74E-08	1.985743843	33601	302	0.000330259	L3_P07_5	2.01	2.01E-06	3.22E-05	1.61E-11	F	0.168215138	0.12939626	6.787980102	1.86E-13	2.98E-06	0.0000	1.9871	2.2999E-05
L1	P08	9	Night	-2.38E-06	1.975655165	4801	279	1	L1_P08_9	2.17	2.17E-06	3.48E-05	1.22E-10	F	0.168215138	0.12939626	7.347562691	-1.75E-11	-2.80E-04	-0.0022	-187.1185	-0.002165723
L1	P08	5	Night	2.62E-06	1.937491014	9594	269	0.990305084	L1_P08_5	2.25	2.25E-06	3.61E-05	6.30E-11	F	0.168215138	0.12939626	7.620706286	1.99E-11	3.19E-04	0.0025	212.9993	0.002465269
L1	P08	3	Night	-4.03E-07	1.947566551	19196	274	0.978208344	L1_P08_3	2.21	2.21E-06	3.54E-05	3.10E-11	F	0.168215138	0.12939626	7.481642303	-3.02E-12	-4.83E-05	-0.0004	-32.2355	-0.000373096
L3	P08	0	Night	2.82E-06	2.048619261	38397	283	0.972557533	L3_P08_0	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	2.04E-11	3.27E-04	0.0025	218.0477	0.0025237
L2	P08	6	Day	-3.13E-06	1.980269686	33599	310	0.933481882	L2_P08_6	1.96	1.96E-06	3.14E-05	1.57E-11	F	0.168215138	0.12939626	6.612806422	-2.07E-11	-3.32E-04	-0.0026	-221.3545	-0.002561974
L3	P08	22	Night	1.54E-06	1.939586922	38401	277	0.930140091	L3_P08_22	2.19	2.19E-06	3.51E-05	1.53E-11	F	0.168215138	0.12939626	7.400613686	1.14E-11	1.83E-04	0.0014	122.0736	0.001412889
L3	P08	1	Day	-5.67E-06	2.088865905	23991	299	0.915018111	L3_P08_1	2.03	2.03E-06	3.26E-05	2.27E-11	F	0.168215138	0.12939626	6.856086926	-3.88E-11	-6.22E-04	-0.0048	-415.0299	-0.004803587
L4	P08	1	Night	-3.21E-06	1.950698455	40501	278	0.91359874	L4_P08_1	5.68	5.68E-06	9.11E-05	3.77E-11	F	0.12939626	0.12939626	5.672302133	-1.82E-11	-2.91E-04	-0.0023	-194.6316	-0.00225268
L2	P08	8	Day	-2.65E-06	1.993381421	33596	305	0.909911618	L2_P08_8	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.721213085	-1.78E-11	-2.85E-04	-0.0022	-190.3986	-0.002203687
L4	P08	3	Night	-2.04E-06	1.7974664	40501	283	0.897053493	L4_P08_3	5.57	5.57E-06	8.93E-05	3.70E-11	F	0.12939626	0.12939626	5.572084781	-1.13E-11	-1.81E-04	-0.0014	-121.1764	-0.001402504
L2	P08	4	Day	-2.23E-06	1.974581025	38397	304	0.881004744	L2_P08_4	1.99	1.99E-06	3.19E-05	1.39E-11	F	0.168215138	0.12939626	6.743322339	-1.50E-11	-2.41E-04	-0.0019	-160.7057	-0.00186002
L4	P08	8	Day	2.58E-06	1.87552643	27003	290	0.862837931	L4_P08_8	5.44	5.44E-06	8.73E-05	5.42E-11	F	0.12939626	0.12939626	5.437586183	1.40E-11	2.24E-04	0.0017	149.8100	0.001733912
L3	P08	2	Night	-1.48E-06	1.984518439	38396	284	0.833225525	L3_P08_2	2.13	2.13E-06	3.42E-05	1.49E-11	F	0.168215138	0.12939626	7.218204193	-1.07E-11	-1.71E-04	-0.0013	-113.9934	-0.001319368
L1	P08	0	Day	0.000218793	0.997934178	23193	285	0.761584929	L1_P08_0	2.13	2.13E-06	3.42E-05	2.47E-11	F	0.168215138	0.12939626	7.192877161	1.57E-09	2.52E-02	0.1946	16813.1428	0.19459656
L1	P08	1	Night	-1.33E-06	1.989574842	38398	275	0.729026598	L1_P08_1	2.2	2.20E-06	3.53E-05	1.54E-11	F	0.168215138	0.12939626	7.454436331	-9.92E-12	-1.59E-04	-0.0012	-105.9770	-0.001226585
L2	P08	0	Day	-1.60E-06	1.981598693	33599	304	0.703261646	L2_P08_0	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-1.08E-11	-1.73E-04	-0.0013	-115.4671	-0.001336425
L3	P08	8	Night	-1.12E-06	2.00600491	38401	283	0.671043939	L3_P08_8	2.14	2.14E-06	3.43E-05	1.50E-11	F	0.168215138	0.12939626	7.243710215	-8.13E-12	-1.30E-04	-0.0010	-86.8490	-0.001005196
L3	P08	10	Night	1.61E-06	1.954473319	38397	275	0.670647668	L3_P08_10	2.2	2.20E-06	3.53E-05	1.54E-11	F	0.168215138	0.12939626	7.454436331	1.20E-11	1.93E-04	0.0015	128.5378	0.001487706
L4	P08	11	Night	-7.95E-07	1.943135062	36006	275	0.653800005	L4_P08_11	5.74	5.74E-06	9.21E-05	4.29E-11	F	0.12939626	0.12939626	5.734181793	-4.56E-12	-7.30E-05	-0.0006	-48.7116	-0.000563792
L3	P08	7	Day	1.27E-06	1.990548278	14399	286	0.64266683	L3_P08_7	2.12	2.12E-06	3.40E-05	3.96E-11	F	0.168215138	0.12939626	7.167727241	9.08E-12	1.45E-04	0.0011	96.9558	0.001122173
L3	P08	9	Day	-1.42E-06	1.993239075	33596	296	0.641785858	L3_P08_9	2.05	2.05E-06	3.29E-05	1.64E-11	F	0.168215138	0.12939626	6.925574294	-9.81E-12	-1.57E-04	-0.0012	-104.8001	-0.001212964
L4	P08	6	Day	4.22E-06	1.774831275	31499	289	0.626766145	L4_P08_6	5.46	5.46E-06	8.76E-05	4.66E-11	F	0.12939626	0.12939626	5.45640136	2.30E-11	3.69E-04	0.0028	246.1696	0.002849185
L2	P08	7	Night	8.71E-07	1.963071148	33603	282	0.621537323	L2_P08_7	2.15	2.15E-06	3.45E-05	1.72E-11	F	0.168215138	0.12939626	7.269397131	6.33E-12	1.01E-04	0.0008	67.6789	0.000783321
L3	P08	24	Night	1.51E-06	1.963132683	38407	278	0.594988997	L3_P08_24	2.18	2.18E-06	3.50E-05	1.53E-11	F	0.168215138	0.12939626	7.373992773	1.11E-11	1.78E-04	0.0014	118.9434	0.00137666
L3	P08	14	Night	5.73E-07	1.972447117	38402	281	0.48497109	L3_P08_14	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.295266872	4.18E-12	6.69E-05	0.0005	44.6785	0.000517112
L3	P08	25	Day	-1.58E-06	2.028252712	9602	302	0.465221056	L3_P08_25	2.01	2.01E-06	3.22E-05	5.63E-11	F	0.168215138	0.12939626	6.787980102	-1.07E-11	-1.71E-04	-0.0013	-114.5028	-0.001325264
L3	P08	16	Night	-8.96E-07	1.987697795	38405	282	0.459548424	L3_P08_16	2.15	2.15E-06	3.45E-05	1.51E-11	F	0.168215138	0.12939626	7.269397131	-6.51E-12	-1.04E-04	-0.0008	-69.5545	-0.000805029
L3	P08	3	Day	6.36E-07	1.955521926	28805	289	0.426231798	L3_P08_3	2.1	2.10E-06	3.37E-05	1.96E-11	F	0.168215138	0.12939626	7.093321768	4.51E-12	7.21E-05	0.0006	48.1633	0.000557446
L1	P08	2	Day	5.31E-06	1.914001105	24007	297	0.418826958	L1_P08_2	2.04	2.04E-06	3.27E-05	2.28E-11	F	0.168215138	0.12939626	6.902255862	3.67E-11	5.87E-04	0.0045	391.7850	0.004534549
L3	P08	13	Day	-6.03E-07	1.995298023	24006	286	0.418149911	L3_P08_13	2.12	2.12E-06	3.40E-05	2.37E-11	F	0.168215138	0.12939626	7.167727241	-4.32E-12	-6.92E-05	-0.0005	-46.2005	-0.000534728
L3	P08	4	Night	9.90E-07	1.968622368	38404	277	0.410061514	L3_P08_4	2.19	2.19E-06	3.51E-05	1.53E-11	F	0.168215138	0.12939626	7.400613686	7.33E-12	1.17E-04	0.0009	78.2819	0.000906041
L4	P08	9	Night	-7.97E-07	1.923158192	36006	278	0.404081887	L4_P08_9	5.68	5.68E-06	9.11E-05	4.24E-11	F	0.12939626	0.12939626	5.672302133	-4.52E-12	-7.23E-05	-0.0006	-48.2952	-0.000558972
L1	P08	6	Day	-4.53E-06	2.042706012	24003	300	0.359625246	L1_P08_6	2.02	2.02E-06	3.24E-05	2.26E-11	F	0.168215138	0.12939626	6.833233303	-3.10E-11	-4.96E-04	-0.0038	-330.9096	-0.003829973
L2	P08	1	Night	7.69E-07	1.952096779	33600	280	0.338425926	L2_P08_1	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.321321396	5.63E-12	9.01E-05	0.0007	60.1561	0.000696251
L2	P08	5	Night	5.68E-07	1.95557528	33605	281	0.236809092	L2_P08_5	2.16	2.16E-06	3.46E-05	1.73E-11	F	0.168215138	0.12939626	7.295266872	4.15E-12	6.64E-05	0.0005	44.3067	0.000512809
L4	P08	4	Day	5.14E-06	1.791070953	22498	289	0.235580466	L4_P08_4	5.46	5.46E-06	8.76E-05	6.52E-11	F	0.12939626	0.12939626	5.45640136	2.80E-11	4.49E-04	0.0035	299.4933	0.003466358
L3	P08	23	Day	-6.53E-07	1.994320915	33598	304	0.19365732	L3_P08_23	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-4.40E-12	-7.04E-05	-0.0005	-47.0221	-0.000544238
L3	P08	6	Night	3.79E-07	1.978023725	38408	278	0.186660633	L3_P08_6	2.18	2.18E-06	3.50E-05	1.53E-11	F	0.168215138	0.12939626	7.373992773	2.79E-12	4.47E-05	0.0003	29.8534	0.000345525
L3	P08	15	Day	-5.44E-07	1.976196437	28798	291	0.165376474	L3_P08_15	2.08	2.08E-06	3.34E-05	1.94E-11	F	0.168215138	0.12939626	7.044570416	-3.83E-12	-6.13E-05	-0.0005	-40.9260	-0.00047368
L3	P08	20	Night	5.24E-07	1.961938121	38394	280	0.155626399	L3_P08_20	2.16	2.16E-06	3.46E-05	1.51E-11	F	0.168215138	0.12939626	7.321321396	3.84E-12	6.14E-05	0.0005	40.9732	0.000474226
L2	P08	9	Night	2.24E-07	1.959411212	33605	279	0.155297495	L2_P08_9	2.17	2.17E-06	3.48E-05	1.74E-11	F	0.168215138	0.12939626	7.347562691	1.65E-12	2.64E-05	0.0002	17.6096	0.000203814
L1	P08	8	Day	-3.55E-06	2.095133	24003	297	0.154619185	L1_P08_8	2.04	2.04E-06	3.27E-05	2.28E-11	F	0.168215138	0.12939626	6.902255862	-2.45E-11	-3.92E-04	-0.0030	-261.8039	-0.003030138
L4	P08	15	Night	-3.60E-07	1.95760333	36001	277	0.143142	L4_P08_15	5.7	5.70E-06	9.14E-05	4.26E-11	F	0.12939626	0.12939626	5.692779758	-2.05E-12	-3.28E-05	-0.0003	-21.9206	-0.000253711
L4	P08	2	Day	-5.53E-06	2.009918866	27004	301	0.115506451	L4_P08_2	5.24	5.24E-06	8.40E-05	5.22E-11	F	0.12939626	0.12939626	5.238870409	-2.90E-11	-4.64E-04	-0.0036	-309.6897	-0.003584372
L2	P08	2	Day	-1.91E-05	2.712737952	33603	304	0.07284622	L2_P08_2	1.99	1.99E-06	3.19E-05	1.59E-11	F	0.168215138	0.12939626	6.743322339	-1.29E-10	-2.06E-03	-0.0159	-1374.4968	-0.015908528
